houseId;address
312549;Динской р-н Васюринская Луначарского 85
56979;Динской р-н Васюринская Матвеевская 10
56981;Динской р-н Васюринская Матвеевская 12
14157;Динской р-н Васюринская Матвеевская 22/7
17186;Динской р-н Васюринская Матвеевская 38/А
157130;Динской р-н Васюринская Молодежная 17
697679;Динской р-н Васюринская Молодежная 17/А
696097;Динской р-н Васюринская Молодежная 19
710425;Динской р-н Васюринская Московская 3/1
57033;Динской р-н Васюринская Московская 34
57051;Динской р-н Васюринская Московская 70
57117;Динской р-н Васюринская Новая 135
18195;Динской р-н Васюринская Новая 147
57164;Динской р-н Васюринская Новая 21
57165;Динской р-н Васюринская Новая 23
704814;Динской р-н Васюринская Новая 250
127039;Динской р-н Васюринская Новая 97/А
128786;Динской р-н Васюринская Пролетарская 53/А
58233;Динской р-н Васюринская Пролетарская 67
712199;Динской р-н Васюринская Р.Люксембург 16
58303;Динской р-н Васюринская Редутская 60
58486;Динской р-н Васюринская Розы Люксембург 38
4313;Динской р-н Васюринская Розы Люксембург 7/А
550961;Динской р-н Васюринская Рябиновая 52
127709;Динской р-н Васюринская Садовая 41/А
407298;Динской р-н Васюринская Северная 176/А
57446;Динской р-н Васюринская Северная 39
407155;Динской р-н Васюринская Северный пер 3/А
300906;Динской р-н Васюринская Сливовая 3
312704;Динской р-н Васюринская Сливовая 3/А
24703;Динской р-н Васюринская СОТ Строитель снт Гараж 275
551909;Динской р-н Васюринская СОТ Строитель снт Зеленая 4
157203;Динской р-н Васюринская СОТ Строитель снт Клубничная 1
592767;Динской р-н Васюринская СОТ Строитель снт Клубничная 2/а
157283;Динской р-н Васюринская СОТ Строитель снт Розовая 34
157281;Динской р-н Васюринская СОТ Строитель снт Розовая 37
16981;Динской р-н Васюринская СОТ Строитель снт Светлая 18/А
57546;Динской р-н Васюринская Спартаковская 72
57575;Динской р-н Васюринская Степная 113
57582;Динской р-н Васюринская Степная 55
18119;Динской р-н Васюринская Степная 67/А
24060;Динской р-н Васюринская Строителей 51
157138;Динской р-н Васюринская Суворова 134
58362;Динской р-н Васюринская Суворова 148
707143;Динской р-н Васюринская Суворова 158
58417;Динской р-н Васюринская Суворова 76
58424;Динской р-н Васюринская Суворова 88
412054;Динской р-н Васюринская Темрюк-Краснодар-Кропоткин, промз.№8 8
13000;Динской р-н Васюринская Тепличная 1
127490;Динской р-н Васюринская Ульяновская 12
57630;Динской р-н Васюринская Ульяновская 20
13776;Динской р-н Васюринская Филиппова Н.Н. 2
551315;Динской р-н Васюринская Хадыженнский пер 159
24058;Динской р-н Васюринская Хлеборобная 9
407248;Динской р-н Васюринская Чапаева 49/А
57694;Динской р-н Васюринская Чапаева 68
157106;Динской р-н Васюринская Чапаева 78/А
125531;Динской р-н Васюринская Яблоневая 33
14684;Динской р-н Южный Мира 36/А
706933;Карталинский р-н Еленинка Бердниковой 36/А
706818;Карталинский р-н Новокаолиновый Гагарина 9
706635;Карталинский р-н Новокаолиновый Железнодорожная 1
706662;Карталинский р-н Новокаолиновый Степная 13
706661;Карталинский р-н Новокаолиновый Степная 36
706656;Карталинский р-н Новокаолиновый Степная 45
706669;Карталинский р-н Новокаолиновый Степная 8
570307;Кизильский р-н Богдановское Степная 16/1
707990;Кизильский р-н Гранитный Комсомольская 37
17443;Кизильский р-н Гранитный Комсомольская 54
350391;Кизильский р-н Гранитный Центральная 2
23611;Кизильский р-н Гранитный Центральная 30/1
18603;Кизильский р-н Гранитный Центральная 7/А
18673;Кизильский р-н Каменка Целинная 8
23645;Кизильский р-н Каменка Центральная 1/А
146935;Кизильский р-н Каменка Центральная 22
593530;Кизильский р-н Каменка Центральная 4/1
17129;Кизильский р-н Каменка Центральная 9/1
717043;Кизильский р-н Кизильское Дружбы 43/2
20357;Кизильский р-н Кизильское Дружбы 7/1
712357;Кизильский р-н Кизильское Карьер Северо-Кизильский 1
348730;Кизильский р-н Кизильское Колхозная 42
23618;Кизильский р-н Кизильское Комсомольская 40/А
598384;Кизильский р-н Кизильское Красноармейская 132/1
18425;Кизильский р-н Кизильское Красноармейская 52
144631;Кизильский р-н Кизильское Ленинская 37/2
350518;Кизильский р-н Кизильское ЛМС 1
714078;Кизильский р-н Кизильское Луговая 20
593889;Кизильский р-н Кизильское Лыжный пер 12/2
12786;Кизильский р-н Кизильское Мира 69/2
349397;Кизильский р-н Кизильское Садовая 2
348215;Кизильский р-н Кизильское Советская 14/Б
350517;Кизильский р-н Кизильское Труда 11/2
26327;Кизильский р-н Кизильское Центральный пер 35/А
143646;Кизильский р-н Урал Набережная 6/1
349910;Кизильский р-н Урал Юбилейный пер 10
29378;Красноармейский р-н Марьянская 251 Трасса 1
16121;Красноармейский р-н Марьянская Кирова 2
128775;Красноармейский р-н Марьянская Кубанский пер 46
45111;Красногвардейский р-н Красногвардейское Горького 40
44443;Красногвардейский р-н Красногвардейское Дальневосточная 38
44331;Красногвардейский р-н Красногвардейское Коллективная 6
44280;Красногвардейский р-н Красногвардейское Комарова 14
44297;Красногвардейский р-н Красногвардейское Комарова 31
44618;Красногвардейский р-н Красногвардейское Кооперативная 16
44627;Красногвардейский р-н Красногвардейское Кооперативная 34
44614;Красногвардейский р-н Красногвардейское Кооперативная 8
706259;Красногвардейский р-н Красногвардейское Кооперативная 9/А
45093;Красногвардейский р-н Красногвардейское Космонавтов 47
46086;Красногвардейский р-н Красногвардейское Ленина 169
45875;Красногвардейский р-н Красногвардейское Ленина 48
45855;Красногвардейский р-н Красногвардейское Ленина 6
45974;Красногвардейский р-н Красногвардейское Ленина 87
46503;Красногвардейский р-н Красногвардейское Ломоносова 28
46881;Красногвардейский р-н Красногвардейское Мира 258
47088;Красногвардейский р-н Красногвардейское Мира 580
44990;Красногвардейский р-н Красногвардейское Новая 5/1
45204;Красногвардейский р-н Красногвардейское Октябрьская 28
45192;Красногвардейский р-н Красногвардейское Октябрьская 4
45138;Красногвардейский р-н Красногвардейское Октябрьская 45
45216;Красногвардейский р-н Красногвардейское Октябрьская 52
45119;Красногвардейский р-н Красногвардейское Октябрьская 7
58672;Красногвардейский р-н Красногвардейское Октябрьская 91
45369;Красногвардейский р-н Красногвардейское Первомайская 2
300954;Красногвардейский р-н Красногвардейское Первомайская 2/Л
45287;Красногвардейский р-н Красногвардейское Первомайская 37
45498;Красногвардейский р-н Красногвардейское Пролетарская 7
714187;Красногвардейский р-н Красногвардейское Просторная 18
58744;Красногвардейский р-н Красногвардейское Суворова 5
147048;Красногвардейский р-н Красногвардейское Фестивальная 3/Б
45773;Красногвардейский р-н Красногвардейское Чапаева 136
45589;Красногвардейский р-н Красногвардейское Чапаева 9
43984;Красногвардейский р-н Хатукай аул 50 лет Октября 12/2
43986;Красногвардейский р-н Хатукай аул 50 лет Октября 14/2
147003;Красногвардейский р-н Хатукай аул 50 лет Октября 4/А
127808;Красногвардейский р-н Хатукай аул А/Д Некрасовская-Хатукай дор Октябрьская 4
43279;Красногвардейский р-н Хатукай аул Братьев Ханаповых 17
43285;Красногвардейский р-н Хатукай аул Братьев Ханаповых 29
139716;Красногвардейский р-н Хатукай аул Восточная 7/А
44142;Красногвардейский р-н Хатукай аул Гадагатля 7
43720;Красногвардейский р-н Хатукай аул Дзержинского 24
716340;Красногвардейский р-н Хатукай аул Дзержинского 28
43085;Красногвардейский р-н Хатукай аул Дружбы 17
44062;Красногвардейский р-н Хатукай аул Заводская 1-я 4
44100;Красногвардейский р-н Хатукай аул Заводская 2-я 20
58915;Красногвардейский р-н Хатукай аул Заводская 2-я 25
44103;Красногвардейский р-н Хатукай аул Заводская 2-я 30
58917;Красногвардейский р-н Хатукай аул Заводская 2-я 35
44077;Красногвардейский р-н Хатукай аул Заводская 2-я 5
58782;Красногвардейский р-н Хатукай аул Зеленая 16
43610;Красногвардейский р-н Хатукай аул Мамаева 1-й пер 4
43608;Красногвардейский р-н Хатукай аул Мамаева 1-й пер 5
43616;Красногвардейский р-н Хатукай аул Мамаева 2-й пер 10
43407;Красногвардейский р-н Хатукай аул Мира 14
146995;Красногвардейский р-н Хатукай аул Мира 31/В
711339;Красногвардейский р-н Хатукай аул Мира 69
43966;Красногвардейский р-н Хатукай аул Мирный пер 2
43783;Красногвардейский р-н Хатукай аул Молодежная 5
43183;Красногвардейский р-н Хатукай аул Первомайская 13
43184;Красногвардейский р-н Хатукай аул Первомайская 15
43176;Красногвардейский р-н Хатукай аул Первомайская 5
137322;Красногвардейский р-н Хатукай аул Победы 19/А
43938;Красногвардейский р-н Хатукай аул Полевая 42
43910;Красногвардейский р-н Хатукай аул Полевая 49
43911;Красногвардейский р-н Хатукай аул Полевая 51
58901;Красногвардейский р-н Хатукай аул Полевая 58
43519;Красногвардейский р-н Хатукай аул Пролетарская 85
43445;Красногвардейский р-н Хатукай аул Советская 2
43454;Красногвардейский р-н Хатукай аул Советская 20
43162;Красногвардейский р-н Хатукай аул Старокубанская 12/2
595281;Красногвардейский р-н Хатукай аул Старокубанская 12/А
43148;Красногвардейский р-н Хатукай аул Старокубанская 3/2
44024;Красногвардейский р-н Хатукай аул Степная 39
44152;Красногвардейский р-н Хатукай аул Суворова 2
44131;Красногвардейский р-н Хатукай аул Тахтамукайская 30
43673;Красногвардейский р-н Хатукай аул Школьная 1/3
43679;Красногвардейский р-н Хатукай аул Школьная 13
43680;Красногвардейский р-н Хатукай аул Школьная 17
43700;Красногвардейский р-н Хатукай аул Школьная 22
58871;Красногвардейский р-н Хатукай аул Шовгенова 31
43239;Красногвардейский р-н Хатукай аул Шоссейная 11
43260;Красногвардейский р-н Хатукай аул Шоссейная 12
43268;Красногвардейский р-н Хатукай аул Шоссейная 28
43270;Красногвардейский р-н Хатукай аул Шоссейная 32
58831;Красногвардейский р-н Хатукай аул Южная 1
58847;Красногвардейский р-н Хатукай аул Южная 9
162529;Краснодар Белозерный Лотосов 10
592620;Краснодар Белозерный Почтовое отделение 83 83
713949;Краснодар Дорожный Индустриальный парк (рядом конд.фабрик 1
16878;Краснодар Знаменский Автомобилист-2 тер СНТ Алычовая 46
16845;Краснодар Знаменский Автомобилист-2 тер СНТ Алычовая 48
15856;Краснодар Знаменский Автомобилист-2 тер СНТ Алычовая 62
15870;Краснодар Знаменский Автомобилист-2 тер СНТ Алычовая 69
714027;Краснодар Знаменский Автомобилист-2 тер СНТ Алычовая 73
12520;Краснодар Знаменский Автомобилист-2 тер СНТ Звёздная 310
714597;Краснодар Знаменский Автомобилист-2 тер СНТ Малиновая 266
595475;Краснодар Знаменский Автомобилист-2 тер СНТ Малиновая 277
16803;Краснодар Знаменский Автомобилист-2 тер СНТ Цветочная 416
90736;Краснодар Знаменский Березовая 64/1
90741;Краснодар Знаменский Березовая 71
90784;Краснодар Знаменский Виноградная 15
90800;Краснодар Знаменский Виноградная 31
13040;Краснодар Знаменский Восход тер СНТ 141
493964;Краснодар Знаменский Восход тер СНТ Абрикосовая 440
493806;Краснодар Знаменский Восход тер СНТ Гидростроителей 339
128129;Краснодар Знаменский Восход тер СНТ Гидростроителей 66
14663;Краснодар Знаменский Восход тер СНТ Западная 280/А
494118;Краснодар Знаменский Восход тер СНТ Малиновая 274
13486;Краснодар Знаменский Гидростроитель тер ДНТ Набережная 25
14770;Краснодар Знаменский Гидростроитель тер ДНТ Садовая 237
595120;Краснодар Знаменский Гидростроитель тер ДНТ Садовая 499
15068;Краснодар Знаменский Гидростроитель тер ДНТ Садовая 515
593873;Краснодар Знаменский ДНТ Счастливая 26
133805;Краснодар Знаменский ДНТ Южная 9
305941;Краснодар Знаменский Железнодорожник -2 СНТ 10
317358;Краснодар Знаменский Железнодорожник -2 СНТ Ореховая 472
15185;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ 58
563808;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Веселая 36
495256;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Зелёная 54
593486;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Карасунская 29/4
495441;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Краснодарская 61
15373;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Офицерская 3
592998;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Садовая 56/1
554862;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Светлая 7/1
579965;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Солнечная 11
15186;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Трудовая 26
494917;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Трудовая 27
562755;Краснодар Знаменский Знаменский (Пашковский с.о.) тер ДНТ Ясная 22/1
327493;Краснодар Знаменский Изобильное тер СНТ Абрикосовая 348
594089;Краснодар Знаменский им Гагарина 13
90887;Краснодар Знаменский им Гагарина 9/2
90897;Краснодар Знаменский Короткий пер 2
128576;Краснодар Знаменский Краснодарсельмаш-1 тер СНТ 2-я Канальная 704
12573;Краснодар Знаменский Краснодарсельмаш-2 тер СНТ 248
595876;Краснодар Знаменский Краснодарсельмаш-2 тер СНТ Кавказская 463
693308;Краснодар Знаменский Мичурина 12
693314;Краснодар Знаменский Мичурина 19
595122;Краснодар Знаменский Первомайская 28/2
91140;Краснодар Знаменский Первомайская 4/1
91152;Краснодар Знаменский Первомайская 4/5
128301;Краснодар Знаменский Первомайская 4/А/2
128302;Краснодар Знаменский Первомайская 4/А/3
716909;Краснодар Знаменский Платановая 95/2
692902;Краснодар Знаменский Платиновая 10
137497;Краснодар Знаменский Платиновая 73
595258;Краснодар Знаменский Пригородная 10/Б/8
15655;Краснодар Знаменский Пригородная 61
91463;Краснодар Знаменский Природная 10
15820;Краснодар Знаменский Рассвет снт Виноградная 456/2
551330;Краснодар Знаменский Рассвет снт Виноградная 459
596937;Краснодар Знаменский Рассвет снт Виноградная 512
15868;Краснодар Знаменский Рассвет снт Виноградная 517/2
15657;Краснодар Знаменский Рассвет снт Виноградная 519
18115;Краснодар Знаменский Рассвет снт Виноградная 556
18027;Краснодар Знаменский Рассвет снт Западная 617
593040;Краснодар Знаменский Рассвет снт Западная 65
17362;Краснодар Знаменский Рассвет снт Крайняя 221
18054;Краснодар Знаменский Рассвет снт Малиновая 25
13665;Краснодар Знаменский Рассвет снт Ореховая 180
15477;Краснодар Знаменский Рассвет снт Ореховая 214/2
140045;Краснодар Знаменский Рассвет снт Сиреневая 253
17364;Краснодар Знаменский Рассвет снт Сиреневая 288
707290;Краснодар Знаменский Рассвет снт Сиреневая 290
17596;Краснодар Знаменский Рассвет снт Цветочная 250
15835;Краснодар Знаменский Рассвет снт Цветочная 384/2
14900;Краснодар Знаменский Рассвет снт Цветочная 395
563687;Краснодар Знаменский Рассвет снт Центральная 228
15772;Краснодар Знаменский Рассвет снт Центральная 438
128540;Краснодар Знаменский Рассвет снт Шоссейная 225
548561;Краснодар Знаменский Рассвет снт Яблоневая 474
18062;Краснодар Знаменский Рассвет снт Ясеневая 103
300878;Краснодар Знаменский Светлая 2/а
717074;Краснодар Знаменский Солнечная 55
13605;Краснодар Знаменский СТ Рассвет массив 3 снт 13
15731;Краснодар Знаменский СТ Рассвет массив 3 снт Берёзовая 77/3
17118;Краснодар Знаменский СТ Рассвет массив 3 снт Берёзовая 81/3
327485;Краснодар Знаменский СТ Рассвет массив 3 снт Зоотехнический пр-д 31
327482;Краснодар Знаменский СТ Рассвет массив 3 снт Солнечная 15
542913;Краснодар Знаменский СТ Рассвет массив 3 снт Солнечная 245
2980;Краснодар Знаменский СТ Рассвет массив 3 снт Солнечная 246
17719;Краснодар Знаменский СТ Рассвет массив 3 снт Солнечная 3
17463;Краснодар Знаменский СТ Рассвет массив 3 снт Тополиная 4
15024;Краснодар Знаменский Химик тер СНТ Вишневая 155
18183;Краснодар Знаменский Центральная 18/А
125578;Краснодар Знаменский Центровая 53
42671;Краснодар Знаменский Чайка снт Малиновая 30
595748;Краснодар Знаменский Ясеневая 131/3
707311;Краснодар Знаменский Ясеневая 30
670405;Краснодар им Игнатова 2
592982;Краснодар им Калинина 341
128608;Краснодар им Мачуги В.Н. 108
42640;Краснодар Комсомольская 40
140078;Краснодар Лазурный Восток снт Вишнёвая 121
128104;Краснодар Ленина х 1-я Сторожевая 39/7
93133;Краснодар Ленина х 1-я Сторожевая 44
280735;Краснодар Ленина х Белая Чайка тер СНТ Казачья 52
281533;Краснодар Ленина х Белая Чайка тер СНТ Клубничная 59
281531;Краснодар Ленина х Белая Чайка тер СНТ Клубничная 73
280739;Краснодар Ленина х Белая Чайка тер СНТ Лесная 14
143623;Краснодар Ленина х Белая Чайка тер СНТ Цветочная 74
91834;Краснодар Ленина х Бригадная 48
91868;Краснодар Ленина х Бригадная 90
128994;Краснодар Ленина х Бригадная Буковый пер 16/36
93620;Краснодар Ленина х Буковая 12
128280;Краснодар Ленина х Васюринская 30/1
306211;Краснодар Ленина х Виктория тер ДНТ 246/1
15522;Краснодар Ленина х Виктория тер ДНТ Западная 457
703010;Краснодар Ленина х Виктория тер ДНТ квартал Золотистый 1
707319;Краснодар Ленина х Виктория тер ДНТ КП Victoria Village 1
712455;Краснодар Ленина х Виктория тер ДНТ Красивая 8/1
714132;Краснодар Ленина х Виктория тер ДНТ Лучезарная 67
592808;Краснодар Ленина х Виктория тер ДНТ Прохладная 131/А
661194;Краснодар Ленина х Виктория тер ДНТ Прохладная 2/В
17932;Краснодар Ленина х Виктория тер ДНТ Садовая 405
128209;Краснодар Ленина х Виктория тер ДНТ Солнечная 88/564
18191;Краснодар Ленина х Виктория тер ДНТ Участок 243/2
14986;Краснодар Ленина х Виктория тер ДНТ Участок 381
15015;Краснодар Ленина х Виктория тер ДНТ Участок 382
27149;Краснодар Ленина х Виктория тер ДНТ Участок 52/1
14030;Краснодар Ленина х Виктория тер ДНТ Участок 87
327488;Краснодар Ленина х Виктория тер ДНТ Центральная 30/1
91952;Краснодар Ленина х Вольная 41/2
127794;Краснодар Ленина х Восток снт Липовая 211
17009;Краснодар Ленина х Восток снт Центральная 500
143592;Краснодар Ленина х Дачи х.Ленина НСТ Югтекс №1 120
127988;Краснодар Ленина х Дачи х.Ленина НСТ Югтекс №1 122
127799;Краснодар Ленина х Дачи х.Ленина Тихая 484
594740;Краснодар Ленина х Зеленая роща ДНТ Булочная 3
696072;Краснодар Ленина х Зеленая роща ДНТ Кедровая 12
716378;Краснодар Ленина х Зеленая роща ДНТ снт Березовая 42/1
716425;Краснодар Ленина х Зеленая роща ДНТ снт Березовый прт 24
717064;Краснодар Ленина х Зеленая роща ДНТ снт Кедровая 2
593408;Краснодар Ленина х Зеленая роща ДНТ снт Кедровая 21
702983;Краснодар Ленина х Зеленая роща ДНТ снт Тополиная 73
717047;Краснодар Ленина х Зеленая роща ДНТ снт участок уч 4
717070;Краснодар Ленина х Зеленая роща ДНТ снт участок уч 418
716854;Краснодар Ленина х Зеленая роща ДНТ снт участок уч 5 074
708131;Краснодар Ленина х Зеленая роща ДНТ снт Ясеневая 11
92352;Краснодар Ленина х им Мичурина 98
92226;Краснодар Ленина х Курганная 63
595207;Краснодар Ленина х Курганный пер 22/1
128642;Краснодар Ленина х МТФ-2 1
492956;Краснодар Ленина х Наримановская 10/3
716406;Краснодар Ленина х Наримановская 140
92486;Краснодар Ленина х Обрезная 32
92565;Краснодар Ленина х Огородная 37/1
92715;Краснодар Ленина х Островная 6
127839;Краснодар Ленина х Пашковское тер СНТ Клубничная 155
128171;Краснодар Ленина х Пашковское тер СНТ Пролетарская 78
16911;Краснодар Ленина х Пашковское тер СНТ Сычева 87
128671;Краснодар Ленина х Пашковское тер СНТ Фадеева 62
92735;Краснодар Ленина х Пластунская 23/1
281244;Краснодар Ленина х Приморская 101/А
127970;Краснодар Ленина х Приозерная 1
125633;Краснодар Ленина х Приозерная 8
13747;Краснодар Ленина х Радуга снт Приморская 895/7
714354;Краснодар Ленина х Радуга снт Прохладная 936
13919;Краснодар Ленина х Радуга снт Радужная 804
717073;Краснодар Ленина х Радуга снт Тенистая 390
592679;Краснодар Ленина х Радуга снт Цветочная 623
4174;Краснодар Ленина х Радуга снт Широкая 69
93021;Краснодар Ленина х Раздольная 51
127774;Краснодар Ленина х Рублевское ДНТ 163
128275;Краснодар Ленина х Рублевское ДНТ Приозерная 1/1
133335;Краснодар Ленина х Рублевское ДНТ Приозерная 20
128872;Краснодар Ленина х Рублевское ДНТ Приозерная 22
128273;Краснодар Ленина х Рублевское ДНТ Приозерная 26
128125;Краснодар Ленина х Рублевское ДНТ Приозерная 28
127766;Краснодар Ленина х Рублевское ДНТ Приозерная 32
306190;Краснодар Ленина х Рублевское ДНТ Радужная 21
128895;Краснодар Ленина х Рублевское ДНТ Радужная 26
595268;Краснодар Ленина х Рублевское ДНТ Рублево-Успенская 32
93215;Краснодар Ленина х Стременная 19
93266;Краснодар Ленина х Строительная 33
93280;Краснодар Ленина х Строительная 48
93332;Краснодар Ленина х Тихомировская 36
545379;Краснодар Ленина х Участок 169
126647;Краснодар Ленина х Участок 69
593030;Краснодар Ленина х Участок 70
712236;Краснодар Ленина х Участок 98
317875;Краснодар Ленина х Хуторская 41/1
554727;Краснодар Ленина х Шереметьевская 189/1
587641;Краснодар Ленина х Шоссейная 3
660637;Краснодар Ленина х Юбилейное снт Дачная 10
707683;Краснодар Ленина х Юбилейное снт Кубанская 179
280745;Краснодар Ленина х Юбилейное снт Охотничья 117
280757;Краснодар Ленина х Юбилейное снт Садовая 48
595148;Краснодар Ленина х Юбилейное снт Садовая 93
280755;Краснодар Ленина х Юбилейное снт Садовая 98
281504;Краснодар Московская 144/1
128073;Краснодар Новознаменский Антоновская 31
133313;Краснодар Новознаменский Базарная 73/1
139877;Краснодар Новознаменский Есенина 24
127252;Краснодар Новознаменский ж/р Марьянская 9
505377;Краснодар Новознаменский ж/р Сечевая 95
127254;Краснодар Новознаменский ж/р Слободская 23
127634;Краснодар Новознаменский ж/р Уланская 35/3
554858;Краснодар Новознаменский Сечевая 95
128315;Краснодар Новознаменский Слободская 20
128488;Краснодар Пашковский Бершанской 212/1
128500;Краснодар Пашковский Шевченко 1
630635;Краснодар Пригородная 177
885;Краснодар Пригородный Белградская 12
897;Краснодар Пригородный Белградская 22
545565;Краснодар Пригородный Биолог-Юг снт Розовая 42
15758;Краснодар Пригородный Биолог-Юг снт Центральная 24
712187;Краснодар Пригородный Бурейская 21
17351;Краснодар Пригородный Ветеран тер СНТ Жасминовая 14
15903;Краснодар Пригородный Ветеран тер СНТ Жасминовая 17
157470;Краснодар Пригородный Ветеран тер СНТ Жасминовая 2
157488;Краснодар Пригородный Ветеран тер СНТ Жасминовая 20
157490;Краснодар Пригородный Ветеран тер СНТ Жасминовая 39
534635;Краснодар Пригородный Ветеран тер СНТ Жасминовая 51
15896;Краснодар Пригородный Ветеран тер СНТ Жасминовая 56
15902;Краснодар Пригородный Ветеран тер СНТ Жасминовая 58
13561;Краснодар Пригородный Ветеран тер СНТ Жасминовая 61
15973;Краснодар Пригородный Ветеран тер СНТ Розовая 15/1
13865;Краснодар Пригородный Ветеран тер СНТ Розовая 9
17034;Краснодар Пригородный Ветеран тер СНТ Сиреневая 42
14208;Краснодар Пригородный Ветеран тер СНТ Сиреневая 46
14254;Краснодар Пригородный Ветеран тер СНТ Сиреневая 68
17006;Краснодар Пригородный Ветеран тер СНТ Сиреневая 9
33199;Краснодар Пригородный Виктория тер СНТ Розовая 351
534817;Краснодар Пригородный Виктория тер СНТ Розовая 363
534870;Краснодар Пригородный Виктория тер СНТ Яблочная 425
13782;Краснодар Пригородный дом 54 11
12820;Краснодар Пригородный дом 57 16
12524;Краснодар Пригородный дом 57 37
1401;Краснодар Пригородный ЗИП тер СНТ Вишнёвая 194/А
13792;Краснодар Пригородный ЗИП тер СНТ Восточная 615
15566;Краснодар Пригородный ЗИП тер СНТ Гагарина 83
712499;Краснодар Пригородный ЗИП тер СНТ Малиновая 192
140095;Краснодар Пригородный ЗИП тер СНТ Малиновая 405
17069;Краснодар Пригородный ЗИП тер СНТ Светлая 113
13528;Краснодар Пригородный ЗИП тер СНТ Светлая 127
592812;Краснодар Пригородный ЗИП тер СНТ Участок 190
128774;Краснодар Пригородный ЗИП тер СНТ Центральная 566
551347;Краснодар Пригородный ЗИП тер СНТ Черёмушки 413
16220;Краснодар Пригородный Ильская 35/1
32983;Краснодар Пригородный КП Зеленый 59
12955;Краснодар Пригородный Лотос тер СНТ Абрикосовая 22
15792;Краснодар Пригородный Лотос тер СНТ Алычовая 4/А
15688;Краснодар Пригородный Лотос тер СНТ Вишневая 25/1
15694;Краснодар Пригородный Лотос тер СНТ Вишневая 31
17309;Краснодар Пригородный Лотос тер СНТ Вишневая 32
15695;Краснодар Пригородный Лотос тер СНТ Вишневая 36
494194;Краснодар Пригородный Лотос тер СНТ Грушевая 23
707827;Краснодар Пригородный Лотос тер СНТ Ореховая 12/1
18162;Краснодар Пригородный Лотос тер СНТ Ореховая 53
17453;Краснодар Пригородный Лотос тер СНТ Цветочная 21/А
16979;Краснодар Пригородный Лотос тер СНТ Цветочная 320
699607;Краснодар Пригородный Охотская 15
548620;Краснодар Пригородный Охотская 46
552510;Краснодар Пригородный Победы 35
13526;Краснодар Пригородный Пригородная 53
715539;Краснодар Пригородный Сербская 6/5
16915;Краснодар Пригородный Софийская 2/1
1104;Краснодар Пригородный Софийская 4
16918;Краснодар Пригородный Участок 7
281004;Краснодар Российская 692
555412;Краснодар Российский им Комарова В.М. 40/1
596548;Краснодар Садовод 2 снт Грушевая 76
596592;Краснодар Садовод 2 снт Сиреневая 67/А
557225;Краснодар Сталинградская 5
12998;Краснодар Старокорсунская 105 км ст 0/ж/д Кропот
96531;Краснодар Старокорсунская 1-й Черемушки пер 6
313993;Краснодар Старокорсунская 210
624;Краснодар Старокорсунская 3 км 1
595774;Краснодар Старокорсунская Базарная 30/1
707240;Краснодар Старокорсунская Виктория и К тер ДНТ 1
17714;Краснодар Старокорсунская Виктория и К тер ДНТ Заречная 15
17718;Краснодар Старокорсунская Виктория и К тер ДНТ Красивая 26
17715;Краснодар Старокорсунская Виктория и К тер ДНТ Красивая 27
712860;Краснодар Старокорсунская Вишневый пер 29
1310;Краснодар Старокорсунская Воинская часть 67716
592465;Краснодар Старокорсунская Дружба снт Грушевая 19/21
707184;Краснодар Старокорсунская Дружба снт Грушевая 365
717078;Краснодар Старокорсунская Дружба снт Ореховая 5
592627;Краснодар Старокорсунская Дружба снт Сливовая 180
580352;Краснодар Старокорсунская Дружба снт Яблоневая 199
717077;Краснодар Старокорсунская Дружба снт Яблоневая 8
579962;Краснодар Старокорсунская Дубинская 38/Б
26567;Краснодар Старокорсунская Дубинская 4
13848;Краснодар Старокорсунская Железнодорожник снт Жасминовая 25
2404;Краснодар Старокорсунская Железнодорожник снт Озёрная 15
1424;Краснодар Старокорсунская Железнодорожник снт Родниковая 8
13023;Краснодар Старокорсунская Железнодорожник-3 тер СНТ Гранатовая 566
706111;Краснодар Старокорсунская Железнодорожник-3 тер СНТ Дачная 423
693627;Краснодар Старокорсунская Закрытая 27
94861;Краснодар Старокорсунская Закрытый пер 15
312670;Краснодар Старокорсунская Закрытый пер 209
94885;Краснодар Старокорсунская Закрытый пер 25
712255;Краснодар Старокорсунская Закурганная 12/1
98038;Краснодар Старокорсунская Закурганная 7
593107;Краснодар Старокорсунская ЗАО Нива-1 1
327615;Краснодар Старокорсунская ЗАО Нива-1 2 024
695967;Краснодар Старокорсунская Заозёрная 30
596957;Краснодар Старокорсунская Заозёрная 32/2
94906;Краснодар Старокорсунская Запасная 13/1
15852;Краснодар Старокорсунская Звездный проезд 11
554678;Краснодар Старокорсунская Зябликово 1
554432;Краснодар Старокорсунская Зябликово 2
593198;Краснодар Старокорсунская Зябликово 91/1
